sentence,growth,slow,grown,rate,grew,new,increase,profit,sales,profitability,revenue,margin,ebitda,fast,eps,%,quarter,top,progress,bottom,strong,organic,drivers,high,add,improve,consistency,annual,quarterly,income
" And there are four growth segments that we've been pursuing now over the last couple of years and those are Notebooks, premium Notebook 2-in-1 and convertibles, thin and lights that premium Notebook category. Two is gaming. Three is commercial and four is chrome. And those four segments have grown extremely well all double-digits for this year other than commercial which also grew just not double-digit rate based on what I've seen, but is highly profitable segment.",1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" 2018 was a very successful year for IHS Markit on all fronts. Financially, we delivered strong results with organic revenue growth of 6%, adjusted EBITDA margin expansion of a 100 basis points excluding Ipreo and FX and year-over-year adjusted EPS growth of 11%",1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
" After 8% top line growth last year, we are assuming a modest reduction in global economic growth rates for 2019. We expect top line growth to be 5% this quarter, a rate we are also anticipating for the full year as we communicated last month at our Investor Day. Our revenues to China, a market that's driving some trade and travel concerns, grew 27% in the fourth quarter, and we expect a similar level of growth this quarter. Most importantly for Delta, the domestic revenue environment, which account for approximately 70% of our total passenger revenue, continues to do well. Corporate revenues grew 8% in 2018, and recent bookings show this trend continuing.",1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
" And we had positive business momentum, including one, growing loans in deposits on both an average and period and basis from the third quarter; two, increasing primary consumer checking customers by 1.2% from a year ago net of the previously disclosed sale of 52 branches that closed in the fourth quarter, reducing this growth rate by 0.5%. Three, increasing card usage with debit card purchase volume up 8% and consumer general purpose credit card purchase volume up 5% from a year ago; four, growing loan originations year-over-year in auto by 9%, home equity by 14%, small business by 19% and student lending by 16%. And five, reducing expenses and meeting our 2018 expense targets",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" In the large case market, we are pursuing the strategy to grow customer relationships by adding new lines of coverage and to increase enrollment for employee education. In the middle market, we are focused on distributors that see the value embedded in our broad product set and our ability to package products through simplified processes. This is enabling above market growth and strong margins. And the small or under 100-market, we are achieving strong growth through aggregated points of distribution",1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
" Over the past few years, we have made significant investments that are driving our top and bottom line growth. We've expanded our customer base to over 200 customers and increased distribution by leveraging our domestic and international marketing and sales channels.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
" So, first and foremost, I'd like to talk about our revenue growth. We posted first quarter revenues of $25.3 million. This is a Company record. It represents approximate increase year-over-year of a 186% compared to Q1 of last fiscal year and a consecutive Q4 to Q1 increase of 26.5%, and this is significant because historically there's not been much of a consecutive increase in Company history between Q4 and Q1 due to less selling days in the period and also due to some seasonality.",1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
 Our net sales increased approximately 2.6% for the quarter and comparable sales declined approximately 1.8% with strong sales growth in our customer-facing digital channels and a mid-single-digit percentage decline in sales from our stores.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
" In the most recent quarter alone, we attracted 1.7 million more households to our products, which is on top of the 1.8 million added a year ago. While we see growth coming from all age cohorts, including millennial, Gen X and Boomers, our growth does over-index to younger-generations.",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
" Well revenue growth of 4% certainly didn't meet our expectations, but it is still the largest quarter in our history and those who've been around a while that was more than our entire revenue in 2015, which is a couple of years ago. But again, didn't meet our internal expectations, we thought we would go more than that",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" The results we reported this morning bear that out, full year revenues exceeded $226 billion growing 12% or $25 billion over 2017. Fourth quarter and full year 2018 adjusted earnings per share were stronger than our Investor Conference outlook with full year adjusted earnings per share growing 28% to $12.88 per share.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
" But we -- a lot of good trends and most importantly, we see new clients coming onboard onto the platform, existing clients growing with us, spending more dollars with us. And we attribute all this growth from Q4 to Q1 to 100% organic. No acquisitions were made in Q1 that would add additional growth to this. So, we're pretty happy with the growth and we want to leverage Q1 into continued significant growth throughout the fiscal year",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
" Key to our improving top line is the success we are seeing in our North American Staffing business that generates approximately 85% of Volt's consolidated revenue. In fact, during the month of October, which was the last month of the fourth quarter, we generated, year-over-year revenue growth in our North American Staffing segment for the first time in many years. The momentum has continued into November and December and we are anticipating this segment would generate positive year-over-year revenue growth in the first quarter of fiscal 2019",1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
" On a consolidated basis, revenue grew 8.8% to 1.36 billion and EBITDA increased 13.5% to 545 million compared to the prior year. From a divisional perspective and on wireless, supported by strong subscriber growth over the last year, including our first quarter additions, consolidated wireless revenue increased 60% year-over-year to 273 million. This includes service revenue growth of over 30% in Q1, which was driven by ARPU growth of 12% to almost $42.",1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
" The growing affinity for our brand, the particular excitement in the United States coupled with a fall winter season of beautiful high-quality products, and an aspirational omni-channel shopping experience fueled a 12.9% increase in comparable sales, marking our 17th consecutive quarter of comparable growth. This results in a three-year stacked comparable sales growth of 34.3% for the third quarter. Taking a deeper look, we delivered 18.8% top-line revenue growth. We're really pleased that this top-line revenue growth continues to flow through to the bottom line resulting in17.4% adjusted net income growth.",1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1
" Turning first to our Specialty Memory business, net sales grew by almost 14% sequentially to reach $140 million for the quarter. The continued proliferation of all-flash arrays within server and storage applications was a strong driver for this business. Behind this growth, our applications such as artificial intelligence that utilize all-flash arrays for data access. Flash is also becoming more prominent industrial applications, which are requiring more application-specific solutions compared to the normal datacenter applications. We continue to make excellent progress in developing key new solutions for our OEM customer",1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
" Turning now to our revenue performance in the first fiscal quarter, sales growth came in above the midpoint of our guidance range. Similar to last quarterâ€™s trends core account growth continued to lift and was in the high single digits as was national accounts. As anticipated, government saw a near double digit decline. As we mentioned on the last call this is the result of a couple of contract losses. We expect government to remain a headwind to sales growth for the next couple of quarters, with our third quarter being the peak of that headwind. Sales to vending customers contributed roughly 280 basis points to growth. More encouraging is that weâ€™ve accelerated our vending signings and implementations which bodes well for future growth prospects.",1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
" We are having strong growth in lower-cost regions, such as China, India and Latin America that offset some of the bill rate increases that weâ€™re having in other regions. As a reminder, these hourly rates are derived based on prevailing exchange rates during each given period. Now, looking at the components of our second quarter financial results. Selling, general and administrative expenses were $55 million, or 29.1% of revenue. This compares to SG&A of $47.5 million, or 30.3% of revenue in the second quarter of fiscal 2018 and $56.4 million, or 31.6% of revenue in the first quarter of fiscal 2019. The year-over-year percentage decrease from last yearâ€™s second quarter relates to improved leverage from revenue growth, with decreases in operating expenses in the quarter somewhat offset by $1 million in severance in quarter two versus $400,000 a year ago",1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
" We delivered another quarter of strong sales, earnings, and cash flow growth, demonstrating our consistent performance since becoming an independent company a little over two years ago. The Lamb Weston team remains focused on executing against our annual and long-term strategic priorities, and this focus and organizational alignment across our entire company continues to drive our results and positions us for the long term. Specifically, sales increased 11% both in the quarter and through the first half of the year. This was driven by a good balance of price mix and volume growth.",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
" We have spoken previously of our premium video-on-demand strategy and the success we are experiencing in growing audiences as audiences discover and binge watch our hit shows. In addition, we are seeing revenues grow as advertiserâ€™s value the uncluttered environment of video-on-demand, benefiting from dynamic ad insertions and its reduced ad load.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" We've made progress with one company regarding the combination and are hopeful to not only close that acquisition in the upcoming quarter but to find at least one more in 2019 that can bring our revenues towards the $20 million level, tripling our customer base where a significant portion of our pipeline for platform sales would come from up-sells to existing customers and our addition of technical products to our suite for a more rapid new customer acquisition would occur. This would reduce customer acquisition cost and accelerate the growth of our customer base.",1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
